Date,Year,Month,Circle,Monument,Domestic_Visitors,Foreign_Visitors
2019-07-01,2019,July,Hyderabad,Warangal,7230,21
2019-07-01,2019,July,Jaipur,Ancient Site Bhangarh,13808,136
2019-07-01,2019,July,Jaipur,Baori at Abhaneri,5181,6648
2019-07-01,2019,July,Jaipur,Deeg Bhawan,2339,87
2019-07-01,2019,July,Jodhpur,Chittaurgarh Fort,36361,977
2019-07-01,2019,July,Jodhpur,Kumbhalgarh Fort,36595,828
2019-07-01,2019,July,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,19501,7
2019-07-01,2019,July,Leh,Ancient Palace Leh,4306,431
2019-07-01,2019,July,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",8621,16
2019-07-01,2019,July,Patna,"Ancient site of Vaishali, Kolhua",6755,977
2019-07-01,2019,July,Patna,Excavated Remains at Nalanda,37654,2315
2019-07-01,2019,July,Patna,Ancient Site of Vikramshila Antichak,4260,28
2019-07-01,2019,July,Patna,Sher Shah's Tomb,15571,11
2019-07-01,2019,July,Raipur,Temple of Laxman and Old sites including sculptures sirpur,4195,6
2019-07-01,2019,July,Shimla,"Ruined Fort, kangra",6149,118
2019-07-01,2019,July,Shimla,Rock-cut Temples and Sculptures,5314,123
2019-07-01,2019,July,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",444,0
2019-07-01,2019,July,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",849,2
2019-07-01,2019,July,Srinagar,"Group of Temples at kiramchi, District Udhampur",487,0
2019-07-01,2019,July,Amaravati,Amaravati mahastupa,573,20
2019-07-01,2019,July,Amaravati,Undavalli caves,8541,38
2019-07-01,2019,July,Amaravati,Nagarjuna Kunda,1497,2
2019-07-01,2019,July,Amaravati,Chandragiri Monument,8496,8
2019-07-01,2019,July,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1740,6
2019-08-01,2019,August,Agra,Taj Mahal,282419,41148
2019-08-01,2019,August,Agra,Agra Fort,131671,31277
2019-08-01,2019,August,Agra,Fatehpur Sikri,36601,14882
2019-08-01,2019,August,Agra,Akbar Tomb Sikandra,17245,1476
2019-08-01,2019,August,Agra,Mariam tomb Sikandra,1892,34
2019-08-01,2019,August,Agra,Itimad-ud-Daulah-Tomb,11180,6961
2019-08-01,2019,August,Agra,Ram Bagh,6349,26
2019-08-01,2019,August,Agra,Mehtab Bagh,13826,4825
2019-08-01,2019,August,Agra,Mausoleum,40885,1080
2019-08-01,2019,August,Lucknow,Site of Sahet mahet,5257,960
2019-08-01,2019,August,Lucknow,Residency Building,8266,239
2019-08-01,2019,August,Lucknow,Piprahwa & Ganwaria,2601,210
2019-08-01,2019,August,Jhansi,"Gupta Temple & Varah Temple, Deogarh",113,2
2019-08-01,2019,August,Jhansi,Kalinjar Fort,6561,11
2019-08-01,2019,August,Jhansi,Rani Lakshmi Bai Mahal,1054,3
2019-08-01,2019,August,Jhansi,Rani Jhansi Fort,31013,60
2019-08-01,2019,August,Sarnath,Lord Cornwallis Tomb,1469,6
2019-08-01,2019,August,Sarnath,"Old Fort (Shahi Fort), Jaunpur",16487,9
2019-08-01,2019,August,Sarnath,Observatory of Man Singh,5384,61
2019-08-01,2019,August,Sarnath,Excavated Remains at sarnath,36452,7555
2019-08-01,2019,August,Sarnath,Tomb of Lal Khan,541,0
2019-08-01,2019,August,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,4189,393
2019-08-01,2019,August,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",26368,57
2019-08-01,2019,August,Thrissur,mattancherry Palace Museum Kochi,24683,6519
2019-08-01,2019,August,Thrissur,"Fort, Palakkad, Palakkad",12600,17
2019-08-01,2019,August,Thrissur,"Fort St. Angelo, Kannur",19428,273
2019-08-01,2019,August,Chennai,Group of Monuments Mamallapuram,84967,3601
2019-08-01,2019,August,Chennai,"Gingee Fort , Gingee",7478,121
2019-08-01,2019,August,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",2830,68
2019-08-01,2019,August,Tiruchirappalli,"Fort on Rock, Dindigual",1774,6
2019-08-01,2019,August,Tiruchirappalli,"Moovarkoil, Kodumbalur",1381,3
2019-08-01,2019,August,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2609,15
2019-08-01,2019,August,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,2356,36
2019-08-01,2019,August,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1760,47
2019-08-01,2019,August,Tiruchirappalli,"Fort Museum, Thirumayam",23121,412
2019-08-01,2019,August,Tiruchirappalli,Fort Vattakottai,10357,22
2019-08-01,2019,August,Bhopal,Buddhist Caves,1350,2
2019-08-01,2019,August,Bhopal,"The palace situated in the fort, Burhanpur",3682,21
2019-08-01,2019,August,Bhopal,Hoshang Shah's Tomb,10170,157
2019-08-01,2019,August,Bhopal,"Group of monument, Royal Palace Mandu",33141,196
2019-08-01,2019,August,Bhopal,Roopmati's Pavilion,28579,137
2019-08-01,2019,August,Bhopal,"Buddhist Monuments, Sanchi",20058,318
2019-08-01,2019,August,Bhopal,Gwalior Fort,20238,612
2019-08-01,2019,August,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",2783,0
2019-08-01,2019,August,Bhopal,"Badal Mahal Gatwway, Chanderi",940,6
2019-08-01,2019,August,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,4078,56
2019-08-01,2019,August,Bhopal,Bir Singh Palace Datia,1807,56
2019-08-01,2019,August,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",2013,1
2019-08-01,2019,August,Jabalpur,"Western Group of Temples, Khajuraho",16727,2849
2019-08-01,2019,August,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",4335,3
2019-08-01,2019,August,Dharwad,Durga temple complex Aihole,13361,275
2019-08-01,2019,August,Dharwad,"Jaina & Vaishnava Cave, Badami",28120,510
2019-08-01,2019,August,Dharwad,Group of Monuments (WH) Pattadakal,18080,297
2019-08-01,2019,August,Dharwad,"Gol Gumbaz, Vijayapura",52760,109
2019-08-01,2019,August,Dharwad,"Ibrahim Rauza, Bijapur",11921,98
2019-08-01,2019,August,Dharwad,"Temples & Sculpture Shed, lakkumdi",928,6
2019-08-01,2019,August,Hampi,"Group of Monuments, Hampi",39840,1832
2019-08-01,2019,August,Hampi,Bellary Fort,2040,3
2019-08-01,2019,August,Banglore,Dariya Daulath Bagh,41935,909
2019-08-01,2019,August,Banglore,Keshava Temple,15190,736
2019-08-01,2019,August,Banglore,Palace of Tipu Sultan,19741,823
2019-08-01,2019,August,Banglore,Fortress and Temple Chitrudurga Fort,27771,89
2019-08-01,2019,August,Raiganj,Cooch Bihar Palace,34111,3
2019-08-01,2019,August,Raiganj,Hazarduari Palace,56675,144
2019-08-01,2019,August,Kolkata,Bishnupur Temples,11565,37
2019-08-01,2019,August,Kolkata,Metcelf-Hall,46,2
2019-08-01,2019,August,Rajkot,"Asokan Rock Edict, Jungadh",462,12
2019-08-01,2019,August,Rajkot,"Buddhish Caves, Junagadh",1505,63
2019-08-01,2019,August,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",448,10
2019-08-01,2019,August,Vadodara,"Champaner Monuments, Pavagadh",4149,136
2019-08-01,2019,August,Vadodara,"Sun temple, Modhera",13943,250
2019-08-01,2019,August,Vadodara,"Rani Ki-Vav, Patan",26090,295
2019-08-01,2019,August,Vadodara,"Rudabai Step Well, Adalaj",29008,591
2019-08-01,2019,August,Bhubaneswar,"Sun Temple, Konark",131649,348
2019-08-01,2019,August,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,22602,180
2019-08-01,2019,August,Bhubaneswar,Rajarani Temple,1274,38
2019-08-01,2019,August,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2846,47
2019-08-01,2019,August,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,2917,25
2019-08-01,2019,August,Aurangabad,Ajanta Caves,19569,1138
2019-08-01,2019,August,Aurangabad,Ellora Caves,103586,1762
2019-08-01,2019,August,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),87096,746
2019-08-01,2019,August,Aurangabad,Daulatabad Fort,36256,402
2019-08-01,2019,August,Aurangabad,Pandulena Caves,16791,93
2019-08-01,2019,August,Aurangabad,Aurangabad Caves,13624,201
2019-08-01,2019,August,Mumbai,Elephanta Caves,51489,2840
2019-08-01,2019,August,Mumbai,Buddhist Caves Kanheri,34444,1037
2019-08-01,2019,August,Mumbai,Shaniwarwada,95953,723
2019-08-01,2019,August,Mumbai,Aga  Khan Palace Building,15795,665
2019-08-01,2019,August,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",23750,7
2019-08-01,2019,August,Mumbai,"Caves, Temples and inscriptions Karla",15619,146
2019-08-01,2019,August,Mumbai,"Cave Temple & Inscriptions, Bhaja",5175,120
2019-08-01,2019,August,Mumbai,Raigad Fort,14021,5
2019-08-01,2019,August,Mumbai,"Kolaba Fort, Alibag",8166,8
2019-08-01,2019,August,Mumbai,"Old Fort, Sholapur",5285,3
2019-08-01,2019,August,Mumbai,"Janjira Fort, Murd",21115,12
2019-08-01,2019,August,Mumbai,Kondiote Caves,3122,44
2019-08-01,2019,August,Mumbai,Lohgad Fort,12361,44
2019-08-01,2019,August,Nagpur,Gawilgarh Fort,2797,0
2019-08-01,2019,August,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",109,4
2019-08-01,2019,August,Chandigarh,Suraj Kund,5880,4
2019-08-01,2019,August,Chandigarh,Sheikh Chilli's Tomb,3209,3
2019-08-01,2019,August,Delhi,Khan-I-Khana,119,3
2019-08-01,2019,August,Delhi,Sultanghari Tomb,44,0
2019-08-01,2019,August,Delhi,Tughluqabad,5955,71
2019-08-01,2019,August,Delhi,Red Fort,151609,6296
2019-08-01,2019,August,Delhi,Humayun Tomb,44303,13613
2019-08-01,2019,August,Delhi,Qutub Minar,159492,19882
2019-08-01,2019,August,Delhi,Hauzkhas,12228,220
2019-08-01,2019,August,Delhi,Jantar Mantar,16238,520
2019-08-01,2019,August,Delhi,Safdarjung Tomb,5221,1143
2019-08-01,2019,August,Delhi,Kotla Feroz Shah,6880,62
2019-08-01,2019,August,Delhi,Purana Qila,46852,388
2019-08-01,2019,August,Guwahati,Ahom Raja's Palace,3854,15
2019-08-01,2019,August,Guwahati,"Kareghar of Ahom Kings, Sibasagar",9664,46
2019-08-01,2019,August,Guwahati,"Ranghar Pavillion, Jaisagar",5357,42
2019-08-01,2019,August,Guwahati,Bishnudol,1543,8
2019-08-01,2019,August,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1794,10
2019-08-01,2019,August,Goa,Upper Fort Aguada,59856,578
2019-08-01,2019,August,Hyderabad,Charminar,74183,502
2019-08-01,2019,August,Hyderabad,Golconda,118432,1494
2019-08-01,2019,August,Hyderabad,Warangal,7849,23
2019-08-01,2019,August,Jaipur,Ancient Site Bhangarh,14854,147
2019-08-01,2019,August,Jaipur,Baori at Abhaneri,4386,5627
2019-08-01,2019,August,Jaipur,Deeg Bhawan,2385,89
2019-08-01,2019,August,Jodhpur,Chittaurgarh Fort,39446,1060
2019-08-01,2019,August,Jodhpur,Kumbhalgarh Fort,34290,775
2019-08-01,2019,August,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,16995,6
2019-08-01,2019,August,Leh,Ancient Palace Leh,4346,435
2019-08-01,2019,August,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",8357,15
2019-08-01,2019,August,Patna,"Ancient site of Vaishali, Kolhua",6705,969
2019-08-01,2019,August,Patna,Excavated Remains at Nalanda,34954,2149
2019-08-01,2019,August,Patna,Ancient Site of Vikramshila Antichak,4647,30
2019-08-01,2019,August,Patna,Sher Shah's Tomb,16934,12
2019-08-01,2019,August,Raipur,Temple of Laxman and Old sites including sculptures sirpur,4316,6
2019-08-01,2019,August,Shimla,"Ruined Fort, kangra",7428,143
2019-08-01,2019,August,Shimla,Rock-cut Temples and Sculptures,5778,134
2019-08-01,2019,August,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",522,0
2019-08-01,2019,August,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",741,2
2019-08-01,2019,August,Srinagar,"Group of Temples at kiramchi, District Udhampur",451,0
2019-08-01,2019,August,Amaravati,Amaravati mahastupa,526,18
2019-08-01,2019,August,Amaravati,Undavalli caves,9062,40
2019-08-01,2019,August,Amaravati,Nagarjuna Kunda,1284,2
2019-08-01,2019,August,Amaravati,Chandragiri Monument,6943,7
2019-08-01,2019,August,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1715,6
2019-09-01,2019,September,Agra,Taj Mahal,356090,51882
2019-09-01,2019,September,Agra,Agra Fort,106522,25303
2019-09-01,2019,September,Agra,Fatehpur Sikri,38379,15605
2019-09-01,2019,September,Agra,Akbar Tomb Sikandra,19638,1681
2019-09-01,2019,September,Agra,Mariam tomb Sikandra,1742,32
2019-09-01,2019,September,Agra,Itimad-ud-Daulah-Tomb,9903,6167
2019-09-01,2019,September,Agra,Ram Bagh,6760,28
2019-09-01,2019,September,Agra,Mehtab Bagh,12703,4433
2019-09-01,2019,September,Agra,Mausoleum,35512,938
2019-09-01,2019,September,Lucknow,Site of Sahet mahet,6293,1149
2019-09-01,2019,September,Lucknow,Residency Building,9918,287
2019-09-01,2019,September,Lucknow,Piprahwa & Ganwaria,3244,262
2019-09-01,2019,September,Jhansi,"Gupta Temple & Varah Temple, Deogarh",93,2
2019-09-01,2019,September,Jhansi,Kalinjar Fort,5622,9
2019-09-01,2019,September,Jhansi,Rani Lakshmi Bai Mahal,1123,3
2019-09-01,2019,September,Jhansi,Rani Jhansi Fort,26619,51
2019-09-01,2019,September,Sarnath,Lord Cornwallis Tomb,1297,6
2019-09-01,2019,September,Sarnath,"Old Fort (Shahi Fort), Jaunpur",14356,8
2019-09-01,2019,September,Sarnath,Observatory of Man Singh,6454,74
2019-09-01,2019,September,Sarnath,Excavated Remains at sarnath,39264,8138
2019-09-01,2019,September,Sarnath,Tomb of Lal Khan,547,0
2019-09-01,2019,September,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,4525,425
2019-09-01,2019,September,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",21588,46
2019-09-01,2019,September,Thrissur,mattancherry Palace Museum Kochi,19477,5144
2019-09-01,2019,September,Thrissur,"Fort, Palakkad, Palakkad",14230,19
2019-09-01,2019,September,Thrissur,"Fort St. Angelo, Kannur",17763,250
2019-09-01,2019,September,Chennai,Group of Monuments Mamallapuram,96742,4100
2019-09-01,2019,September,Chennai,"Gingee Fort , Gingee",6952,112
2019-09-01,2019,September,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",3039,73
2019-09-01,2019,September,Tiruchirappalli,"Fort on Rock, Dindigual",1926,7
2019-09-01,2019,September,Tiruchirappalli,"Moovarkoil, Kodumbalur",1588,3
2019-09-01,2019,September,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2689,15
2019-09-01,2019,September,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,2253,34
2019-09-01,2019,September,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1819,49
2019-09-01,2019,September,Tiruchirappalli,"Fort Museum, Thirumayam",24321,433
2019-09-01,2019,September,Tiruchirappalli,Fort Vattakottai,12096,25
2019-09-01,2019,September,Bhopal,Buddhist Caves,1501,3
2019-09-01,2019,September,Bhopal,"The palace situated in the fort, Burhanpur",3979,22
2019-09-01,2019,September,Bhopal,Hoshang Shah's Tomb,10605,164
2019-09-01,2019,September,Bhopal,"Group of monument, Royal Palace Mandu",34380,204
2019-09-01,2019,September,Bhopal,Roopmati's Pavilion,26948,129
2019-09-01,2019,September,Bhopal,"Buddhist Monuments, Sanchi",18940,301
2019-09-01,2019,September,Bhopal,Gwalior Fort,21150,640
2019-09-01,2019,September,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",2158,0
2019-09-01,2019,September,Bhopal,"Badal Mahal Gatwway, Chanderi",1118,7
2019-09-01,2019,September,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,3634,50
2019-09-01,2019,September,Bhopal,Bir Singh Palace Datia,1915,60
2019-09-01,2019,September,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",1810,1
2019-09-01,2019,September,Jabalpur,"Western Group of Temples, Khajuraho",16683,2842
2019-09-01,2019,September,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",4271,3
2019-09-01,2019,September,Dharwad,Durga temple complex Aihole,14771,304
2019-09-01,2019,September,Dharwad,"Jaina & Vaishnava Cave, Badami",29024,527
2019-09-01,2019,September,Dharwad,Group of Monuments (WH) Pattadakal,19231,316
2019-09-01,2019,September,Dharwad,"Gol Gumbaz, Vijayapura",68359,141
2019-09-01,2019,September,Dharwad,"Ibrahim Rauza, Bijapur",11734,97
2019-09-01,2019,September,Dharwad,"Temples & Sculpture Shed, lakkumdi",978,6
2019-09-01,2019,September,Hampi,"Group of Monuments, Hampi",38258,1759
2019-09-01,2019,September,Hampi,Bellary Fort,2427,4
2019-09-01,2019,September,Banglore,Dariya Daulath Bagh,43794,949
2019-09-01,2019,September,Banglore,Keshava Temple,13495,654
2019-09-01,2019,September,Banglore,Palace of Tipu Sultan,21027,877
2019-09-01,2019,September,Banglore,Fortress and Temple Chitrudurga Fort,23209,75
2019-09-01,2019,September,Raiganj,Cooch Bihar Palace,35203,3
2019-09-01,2019,September,Raiganj,Hazarduari Palace,46625,119
2019-09-01,2019,September,Kolkata,Bishnupur Temples,12529,40
2019-09-01,2019,September,Kolkata,Metcelf-Hall,46,2
2019-09-01,2019,September,Rajkot,"Asokan Rock Edict, Jungadh",512,13
2019-09-01,2019,September,Rajkot,"Buddhish Caves, Junagadh",1573,66
2019-09-01,2019,September,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",458,11
2019-09-01,2019,September,Vadodara,"Champaner Monuments, Pavagadh",4756,155
2019-09-01,2019,September,Vadodara,"Sun temple, Modhera",15832,284
2019-09-01,2019,September,Vadodara,"Rani Ki-Vav, Patan",24408,276
2019-09-01,2019,September,Vadodara,"Rudabai Step Well, Adalaj",30396,619
2019-09-01,2019,September,Bhubaneswar,"Sun Temple, Konark",168156,445
2019-09-01,2019,September,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,22750,182
2019-09-01,2019,September,Bhubaneswar,Rajarani Temple,1198,35
2019-09-01,2019,September,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2505,41
2019-09-01,2019,September,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,3278,28
2019-09-01,2019,September,Aurangabad,Ajanta Caves,17878,1039
2019-09-01,2019,September,Aurangabad,Ellora Caves,94400,1606
2019-09-01,2019,September,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),83241,713
2019-09-01,2019,September,Aurangabad,Daulatabad Fort,39721,441
2019-09-01,2019,September,Aurangabad,Pandulena Caves,14589,81
2019-09-01,2019,September,Aurangabad,Aurangabad Caves,14115,208
2019-09-01,2019,September,Mumbai,Elephanta Caves,57359,3164
2019-09-01,2019,September,Mumbai,Buddhist Caves Kanheri,34253,1032
2019-09-01,2019,September,Mumbai,Shaniwarwada,86727,653
2019-09-01,2019,September,Mumbai,Aga  Khan Palace Building,14231,599
2019-09-01,2019,September,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",30368,8
2019-09-01,2019,September,Mumbai,"Caves, Temples and inscriptions Karla",17499,164
2019-09-01,2019,September,Mumbai,"Cave Temple & Inscriptions, Bhaja",5727,133
2019-09-01,2019,September,Mumbai,Raigad Fort,14641,5
2019-09-01,2019,September,Mumbai,"Kolaba Fort, Alibag",7528,7
2019-09-01,2019,September,Mumbai,"Old Fort, Sholapur",4202,3
2019-09-01,2019,September,Mumbai,"Janjira Fort, Murd",16408,9
2019-09-01,2019,September,Mumbai,Kondiote Caves,3487,49
2019-09-01,2019,September,Mumbai,Lohgad Fort,12272,43
2019-09-01,2019,September,Nagpur,Gawilgarh Fort,3481,0
2019-09-01,2019,September,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",131,5
2019-09-01,2019,September,Chandigarh,Suraj Kund,7458,5
2019-09-01,2019,September,Chandigarh,Sheikh Chilli's Tomb,3324,3
2019-09-01,2019,September,Delhi,Khan-I-Khana,152,3
2019-09-01,2019,September,Delhi,Sultanghari Tomb,39,0
2019-09-01,2019,September,Delhi,Tughluqabad,6481,77
2019-09-01,2019,September,Delhi,Red Fort,176056,7311
2019-09-01,2019,September,Delhi,Humayun Tomb,43014,13217
2019-09-01,2019,September,Delhi,Qutub Minar,161988,20193
2019-09-01,2019,September,Delhi,Hauzkhas,11527,207
2019-09-01,2019,September,Delhi,Jantar Mantar,17095,548
2019-09-01,2019,September,Delhi,Safdarjung Tomb,5261,1152
2019-09-01,2019,September,Delhi,Kotla Feroz Shah,6875,62
2019-09-01,2019,September,Delhi,Purana Qila,42403,351
2019-09-01,2019,September,Guwahati,Ahom Raja's Palace,3183,12
2019-09-01,2019,September,Guwahati,"Kareghar of Ahom Kings, Sibasagar",7812,37
2019-09-01,2019,September,Guwahati,"Ranghar Pavillion, Jaisagar",5213,41
2019-09-01,2019,September,Guwahati,Bishnudol,1730,9
2019-09-01,2019,September,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1580,9
2019-09-01,2019,September,Goa,Upper Fort Aguada,63359,612
2019-09-01,2019,September,Hyderabad,Charminar,78723,533
2019-09-01,2019,September,Hyderabad,Golconda,108366,1367
2019-09-01,2019,September,Hyderabad,Warangal,6974,20
2019-09-01,2019,September,Jaipur,Ancient Site Bhangarh,12505,124
2019-09-01,2019,September,Jaipur,Baori at Abhaneri,5142,6598
2019-09-01,2019,September,Jaipur,Deeg Bhawan,1837,68
2019-09-01,2019,September,Jodhpur,Chittaurgarh Fort,37384,1004
2019-09-01,2019,September,Jodhpur,Kumbhalgarh Fort,37702,853
2019-09-01,2019,September,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,18593,7
2019-09-01,2019,September,Leh,Ancient Palace Leh,3647,365
2019-09-01,2019,September,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",8428,15
2019-09-01,2019,September,Patna,"Ancient site of Vaishali, Kolhua",7404,1070
2019-09-01,2019,September,Patna,Excavated Remains at Nalanda,35001,2152
2019-09-01,2019,September,Patna,Ancient Site of Vikramshila Antichak,4373,29
2019-09-01,2019,September,Patna,Sher Shah's Tomb,16046,11
2019-09-01,2019,September,Raipur,Temple of Laxman and Old sites including sculptures sirpur,5029,7
2019-09-01,2019,September,Shimla,"Ruined Fort, kangra",5897,113
2019-09-01,2019,September,Shimla,Rock-cut Temples and Sculptures,6095,141
2019-09-01,2019,September,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",556,0
2019-09-01,2019,September,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",823,2
2019-09-01,2019,September,Srinagar,"Group of Temples at kiramchi, District Udhampur",471,0
2019-09-01,2019,September,Amaravati,Amaravati mahastupa,647,22
2019-09-01,2019,September,Amaravati,Undavalli caves,8526,38
2019-09-01,2019,September,Amaravati,Nagarjuna Kunda,1561,2
2019-09-01,2019,September,Amaravati,Chandragiri Monument,8475,8
2019-09-01,2019,September,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1758,6
2019-10-01,2019,October,Agra,Taj Mahal,420077,61205
2019-10-01,2019,October,Agra,Agra Fort,156660,37213
2019-10-01,2019,October,Agra,Fatehpur Sikri,50850,20675
2019-10-01,2019,October,Agra,Akbar Tomb Sikandra,19605,1678
2019-10-01,2019,October,Agra,Mariam tomb Sikandra,2386,43
2019-10-01,2019,October,Agra,Itimad-ud-Daulah-Tomb,15091,9397
2019-10-01,2019,October,Agra,Ram Bagh,8925,37
2019-10-01,2019,October,Agra,Mehtab Bagh,20503,7155
2019-10-01,2019,October,Agra,Mausoleum,50115,1324
2019-10-01,2019,October,Lucknow,Site of Sahet mahet,6417,1172
2019-10-01,2019,October,Lucknow,Residency Building,12776,369
2019-10-01,2019,October,Lucknow,Piprahwa & Ganwaria,3586,289
2019-10-01,2019,October,Jhansi,"Gupta Temple & Varah Temple, Deogarh",132,3
2019-10-01,2019,October,Jhansi,Kalinjar Fort,7691,12
2019-10-01,2019,October,Jhansi,Rani Lakshmi Bai Mahal,1484,4
2019-10-01,2019,October,Jhansi,Rani Jhansi Fort,35385,69
2019-10-01,2019,October,Sarnath,Lord Cornwallis Tomb,1765,8
2019-10-01,2019,October,Sarnath,"Old Fort (Shahi Fort), Jaunpur",20687,11
2019-10-01,2019,October,Sarnath,Observatory of Man Singh,9086,104
2019-10-01,2019,October,Sarnath,Excavated Remains at sarnath,45576,9446
2019-10-01,2019,October,Sarnath,Tomb of Lal Khan,623,0
2019-10-01,2019,October,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,5790,544
2019-10-01,2019,October,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",35195,76
2019-10-01,2019,October,Thrissur,mattancherry Palace Museum Kochi,33662,8890
2019-10-01,2019,October,Thrissur,"Fort, Palakkad, Palakkad",14923,20
2019-10-01,2019,October,Thrissur,"Fort St. Angelo, Kannur",25935,365
2019-10-01,2019,October,Chennai,Group of Monuments Mamallapuram,126829,5375
2019-10-01,2019,October,Chennai,"Gingee Fort , Gingee",11096,179
2019-10-01,2019,October,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",3837,93
2019-10-01,2019,October,Tiruchirappalli,"Fort on Rock, Dindigual",2415,9
2019-10-01,2019,October,Tiruchirappalli,"Moovarkoil, Kodumbalur",1755,4
2019-10-01,2019,October,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2952,17
2019-10-01,2019,October,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,3008,46
2019-10-01,2019,October,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",2617,70
2019-10-01,2019,October,Tiruchirappalli,"Fort Museum, Thirumayam",31639,564
2019-10-01,2019,October,Tiruchirappalli,Fort Vattakottai,16384,34
2019-10-01,2019,October,Bhopal,Buddhist Caves,2015,4
2019-10-01,2019,October,Bhopal,"The palace situated in the fort, Burhanpur",4627,26
2019-10-01,2019,October,Bhopal,Hoshang Shah's Tomb,14854,230
2019-10-01,2019,October,Bhopal,"Group of monument, Royal Palace Mandu",41567,247
2019-10-01,2019,October,Bhopal,Roopmati's Pavilion,36351,174
2019-10-01,2019,October,Bhopal,"Buddhist Monuments, Sanchi",23040,366
2019-10-01,2019,October,Bhopal,Gwalior Fort,26427,800
2019-10-01,2019,October,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",3280,0
2019-10-01,2019,October,Bhopal,"Badal Mahal Gatwway, Chanderi",1168,7
2019-10-01,2019,October,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,5884,81
2019-10-01,2019,October,Bhopal,Bir Singh Palace Datia,2481,78
2019-10-01,2019,October,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",2448,1
2019-10-01,2019,October,Jabalpur,"Western Group of Temples, Khajuraho",21330,3634
